transaction_amount,time_since_last_transaction,merchant_category,account_age,is_foreign_transaction,device_mismatch,is_fraudulent
51.21,5.49,airline,583,0,0,0
15.2,28.06,restaurant,356,0,0,0
50.24,38.43,airline,234,0,0,0
3.11,14.37,atm,604,0,0,0
20.42,12.54,other,541,0,0,0
9.15,18.16,hotel,582,0,0,0
115.23,13.54,restaurant,243,0,0,0
192.44,29.43,airline,457,1,1,1
105.93,15.53,pharmacy,625,1,0,0
6.43,8.22,airline,716,0,1,0
12.47,23.0,grocery,502,0,0,0
16.71,23.75,online_retail,344,0,0,0
6.65,22.02,airline,534,0,0,0
21.32,11.93,hotel,436,0,0,0
26.12,33.24,online_retail,360,1,0,0
27.41,13.77,atm,221,1,0,0
0.73,16.51,pharmacy,334,0,0,0
1.38,6.94,grocery,30,0,0,0
37.19,29.64,entertainment,425,1,0,0
6.37,21.14,entertainment,89,0,0,0
14.78,9.49,pharmacy,481,0,0,0
3.3,4.38,gas_station,466,0,0,0
186.25,5.42,restaurant,76,0,0,0
17.68,22.69,grocery,175,1,0,1
9.27,47.58,atm,494,0,0,0
14.03,35.42,entertainment,374,0,0,0
14.78,18.69,restaurant,482,0,0,0
5.42,0.02,airline,368,0,0,0
32.79,27.24,pharmacy,325,0,0,0
4.15,38.35,restaurant,657,0,0,0
99.06,1.6,hotel,248,0,0,0
3.34,21.27,other,408,0,0,0
8.75,18.94,online_retail,636,0,0,0
17.04,4.75,airline,294,0,0,0
43.77,4.55,gas_station,544,0,0,0
8.06,1.16,online_retail,464,0,0,0
3.42,22.37,grocery,370,0,0,0
10.02,49.01,airline,317,1,0,0
1.15,4.59,online_retail,442,0,0,0
34.56,21.59,online_retail,317,0,0,0
46.53,55.43,other,242,0,0,0
21.25,13.74,online_retail,665,0,0,0
119.39,3.49,other,260,0,0,0
27.47,16.74,pharmacy,485,0,0,0
8.23,23.47,online_retail,552,0,0,0
56.82,13.14,online_retail,340,0,0,0
6.17,54.22,online_retail,110,0,0,0
6.63,5.1,hotel,240,0,0,0
15.6,17.37,hotel,328,0,0,0
42.85,0.8,restaurant,138,0,0,0
4.77,9.53,hotel,475,0,0,0
14.58,0.65,other,304,0,0,0
10.17,40.2,restaurant,328,0,0,0
16.02,2.52,grocery,272,0,0,0
71.67,37.3,grocery,525,0,0,0
13.43,26.53,atm,281,0,0,0
70.97,20.33,gas_station,174,0,0,0
133.38,5.46,online_retail,281,0,0,0
4.66,1.67,hotel,389,0,0,0
208.48,25.06,other,481,0,0,0
6.62,23.63,gas_station,164,0,0,0
26.79,8.57,airline,745,0,0,0
8.92,10.61,online_retail,350,0,0,0
2.52,22.97,airline,118,1,0,0
9.77,35.73,hotel,253,0,0,0
51.46,2.07,gas_station,570,1,0,0
5.18,5.06,pharmacy,515,0,0,0
4.33,26.96,grocery,891,0,0,0
81.81,13.48,other,481,0,0,0
11.41,26.57,hotel,307,0,0,0
25.96,31.96,hotel,308,0,0,0
87.87,18.31,gas_station,378,0,0,0
103.4,6.43,restaurant,413,0,0,0
12.58,33.72,hotel,729,0,1,1
107.07,4.93,pharmacy,144,0,0,0
65.34,35.17,restaurant,572,0,0,0
7.01,4.75,hotel,294,0,0,0
3.99,39.61,airline,316,0,0,0
5.23,47.47,atm,509,0,0,0
103.01,23.73,airline,411,0,0,0
67.18,21.6,other,293,0,0,0
102.16,7.83,other,116,0,0,0
12.1,43.18,atm,54,0,0,0
37.25,29.6,airline,149,1,0,0
14.03,111.65,hotel,833,0,0,0
2.5,3.51,pharmacy,505,0,0,0
1.81,54.95,restaurant,368,0,0,0
7.9,13.87,hotel,538,0,1,1
13.07,19.91,gas_station,605,0,0,0
9.87,21.9,grocery,399,0,0,0
25.59,12.31,online_retail,181,0,0,0
11.79,17.21,online_retail,294,0,0,0
225.51,20.05,online_retail,30,1,0,0
308.25,7.4,hotel,392,0,1,1
7.43,12.94,online_retail,331,0,0,0
39.31,36.74,other,169,0,0,0
5.93,30.65,pharmacy,514,0,0,0
40.73,39.66,other,423,0,0,0
61.0,2.36,other,344,0,0,0
287.72,8.85,restaurant,181,0,0,0
45.77,47.11,online_retail,368,1,0,0
88.63,51.2,pharmacy,148,0,0,0
14.27,53.26,atm,257,0,0,0
15.59,13.84,grocery,719,0,0,0
70.26,9.19,atm,352,0,0,0
38.67,26.03,grocery,52,0,0,0
1.34,29.92,gas_station,262,0,0,0
137.78,49.7,entertainment,480,0,0,0
12.33,34.82,airline,436,0,0,0
13.63,10.52,online_retail,294,0,0,0
11.54,80.28,grocery,400,1,0,0
107.1,73.58,gas_station,647,0,0,0
21.22,37.91,restaurant,244,0,0,0
3.89,19.79,grocery,498,0,0,0
41.06,14.78,airline,36,0,0,0
10.19,51.92,other,704,0,0,0
17.34,27.7,entertainment,648,0,0,0
19.55,11.98,restaurant,272,0,0,0
35.04,44.36,grocery,328,0,0,0
8.65,40.89,other,684,0,1,1
48.18,22.02,entertainment,458,0,0,0
23.42,1.43,pharmacy,327,0,0,0
91.89,11.26,online_retail,617,0,0,0
45.83,5.06,other,311,0,0,0
153.36,1.84,grocery,418,0,0,0
23.25,11.9,atm,256,0,0,0
2.73,42.56,online_retail,384,0,0,0
25.9,20.05,entertainment,542,0,0,0
15.17,18.18,entertainment,664,0,0,0
3.19,8.97,pharmacy,320,0,0,0
28.19,5.64,restaurant,341,0,0,0
109.85,35.27,hotel,30,0,0,0
11.82,7.24,pharmacy,354,0,0,0
11.3,15.27,grocery,30,0,0,0
46.03,44.38,entertainment,395,0,0,0
2.65,3.09,atm,177,0,0,0
119.89,66.41,airline,286,0,0,0
4.79,0.47,restaurant,449,1,0,1
62.76,36.6,gas_station,174,0,0,0
142.31,3.48,gas_station,317,0,0,0
16.82,5.51,online_retail,390,0,0,0
24.3,27.0,other,510,0,0,0
43.74,2.98,other,269,0,0,0
39.17,9.77,atm,442,0,0,0
67.33,56.29,entertainment,663,0,0,0
8.64,1.0,gas_station,324,0,0,0
6.55,14.21,online_retail,555,0,0,0
7.74,6.62,entertainment,790,0,0,0
16.64,67.45,entertainment,448,0,0,0
361.9,53.11,restaurant,596,0,0,0
8.94,40.39,pharmacy,203,0,0,0
433.37,3.45,hotel,490,0,0,0
20.03,22.89,airline,291,0,0,0
32.01,14.95,online_retail,207,0,0,0
25.81,16.97,entertainment,491,1,0,0
13.34,24.58,restaurant,394,0,0,0
30.98,122.01,grocery,874,0,0,0
45.53,3.75,grocery,304,1,0,0
18.24,36.22,pharmacy,539,0,0,0
46.21,8.36,airline,306,0,0,0
29.81,58.61,pharmacy,259,0,0,0
37.93,25.02,pharmacy,129,0,0,0
86.99,15.75,online_retail,288,0,0,0
7.6,56.67,gas_station,601,1,0,0
88.0,3.18,entertainment,567,0,0,0
9.06,3.3,atm,536,0,1,1
20.85,5.47,pharmacy,87,0,0,0
23.65,3.76,airline,371,0,0,0
86.1,77.32,pharmacy,797,0,0,0
16.29,29.41,other,660,0,0,0
7.51,7.0,airline,424,0,0,0
71.5,88.71,entertainment,607,0,0,0
14.69,0.54,atm,427,1,0,0
13.59,22.25,hotel,811,0,0,0
10.08,3.48,entertainment,391,0,0,0
496.15,3.92,online_retail,525,0,1,0
7.51,1.45,other,587,0,0,0
11.56,80.39,restaurant,761,0,0,0
6.64,0.5,restaurant,441,0,1,1
13.15,14.35,airline,551,0,0,0
24.36,19.84,airline,61,0,0,0
4.04,11.57,entertainment,62,0,0,0
37.26,20.51,atm,388,0,0,0
30.22,16.89,online_retail,196,0,0,0
8.47,17.03,restaurant,266,0,0,0
49.64,32.61,atm,261,0,0,0
56.71,21.08,restaurant,418,1,0,0
694.39,12.59,airline,546,0,0,0
13.6,33.35,other,511,0,1,1
105.48,4.35,entertainment,198,1,0,0
8.49,28.09,gas_station,495,0,0,0
1240.13,10.43,grocery,321,0,0,0
14.42,20.6,entertainment,522,0,0,0
9.69,17.17,online_retail,827,0,0,0
32.88,3.03,gas_station,668,0,0,0
1144.81,19.1,other,495,0,0,0
7.55,9.84,restaurant,269,0,0,0
2.84,16.82,airline,297,0,0,0
37.39,38.11,gas_station,548,0,0,0
9.04,80.61,online_retail,576,0,1,1
22.75,5.01,other,455,0,0,0
1209.57,1.33,airline,239,0,0,0
13.47,0.96,other,399,0,0,0
23.99,7.1,atm,234,0,0,0
5.52,14.59,entertainment,172,0,0,0
10.34,47.64,restaurant,771,0,0,0
15.11,19.99,atm,399,0,0,0
20.84,2.16,atm,429,0,0,0
646.11,18.18,airline,511,0,0,0
22.5,77.71,hotel,326,0,0,0
85.05,5.39,grocery,407,1,0,0
15.01,48.91,online_retail,355,0,0,0
79.56,8.93,other,405,0,0,0
133.7,8.58,gas_station,389,0,0,0
10.94,3.2,online_retail,210,1,0,0
65.86,30.57,hotel,363,0,0,0
13.43,32.91,online_retail,462,1,0,0
22.08,16.96,other,88,1,0,0
23.69,1.3,entertainment,487,0,0,0
44.81,31.36,grocery,147,0,0,0
9.28,42.06,grocery,286,0,0,0
18.06,10.96,other,240,0,0,0
9.41,85.57,pharmacy,420,0,0,0
23.18,45.63,restaurant,613,0,0,0
84.01,10.57,atm,516,1,0,0
45.27,47.2,airline,432,0,0,0
9.77,11.15,atm,536,0,0,0
41.14,70.19,airline,429,0,0,0
16.31,0.47,gas_station,411,1,0,1
210.79,20.43,airline,334,0,0,0
32.48,22.88,airline,269,0,0,0
26.98,94.69,entertainment,576,0,0,0
60.65,61.98,gas_station,30,0,0,0
8.9,2.2,entertainment,175,1,0,0
20.82,3.97,pharmacy,221,0,0,0
32.74,48.6,other,549,0,0,0
14.56,84.28,other,459,0,0,0
23.49,4.0,online_retail,113,0,0,0
48.27,26.44,airline,307,1,0,0
32.54,4.2,pharmacy,444,0,0,0
32.37,7.47,grocery,413,1,0,0
35.38,0.31,entertainment,109,0,0,0
12.19,13.33,hotel,572,0,0,0
42.65,1.33,other,615,0,0,0
60.89,36.18,entertainment,344,0,1,0
37.69,16.31,entertainment,754,0,0,0
10.21,13.73,pharmacy,511,0,0,0
19.51,14.77,hotel,128,0,1,1
59.08,8.31,online_retail,30,1,0,0
56.09,115.45,entertainment,214,0,1,1
31.03,11.94,entertainment,339,1,0,0
35.45,5.24,online_retail,30,0,0,0
20.35,99.14,gas_station,303,0,0,0
238.45,6.22,grocery,449,0,0,0
119.74,3.11,restaurant,193,0,0,0
115.55,7.06,atm,123,0,0,0
13.43,0.27,online_retail,263,0,0,0
112.28,31.1,online_retail,447,0,0,0
114.42,50.1,pharmacy,204,0,0,0
105.06,16.09,pharmacy,478,0,0,0
14.82,7.23,atm,256,0,1,1
14.17,32.57,restaurant,94,0,1,1
45.72,3.44,airline,407,0,0,0
7.26,21.82,atm,501,0,0,0
18.38,116.83,grocery,472,0,0,0
39.53,13.76,entertainment,516,0,0,0
69.47,1.81,gas_station,534,0,1,1
68.63,6.54,other,254,0,0,0
13.98,11.88,grocery,53,0,0,0
23.79,3.93,hotel,332,0,0,0
12.9,58.7,pharmacy,151,0,0,0
14.1,2.75,gas_station,229,0,1,1
170.44,26.22,airline,544,1,0,0
110.66,27.96,pharmacy,597,0,0,0
38.73,39.46,restaurant,102,0,0,0
575.61,29.01,other,322,1,0,0
13.21,44.61,hotel,34,0,0,0
3.69,16.26,airline,487,0,0,0
37.96,4.8,pharmacy,267,0,0,0
215.73,15.56,online_retail,365,0,0,0
17.58,13.62,entertainment,355,0,1,0
83.4,78.32,entertainment,273,0,0,0
288.48,38.29,entertainment,739,0,0,0
66.64,128.54,other,116,0,0,0
80.95,13.46,entertainment,541,0,0,0
6.04,6.21,online_retail,327,0,0,0
30.63,13.37,pharmacy,321,0,0,0
6.99,7.71,hotel,284,0,0,0
38.75,30.49,restaurant,388,1,0,0
456.21,13.2,grocery,136,0,0,0
433.26,12.94,other,30,0,0,0
4.27,37.02,restaurant,171,1,0,0
13.24,11.29,restaurant,409,0,0,0
6.68,14.02,gas_station,140,0,0,0
4.83,0.58,entertainment,328,0,0,0
20.42,2.19,entertainment,293,0,0,0
52.74,12.98,hotel,564,0,0,0
4.16,14.59,airline,503,0,0,0
14.81,79.73,gas_station,335,0,0,0
22.31,6.19,atm,392,0,0,0
396.29,29.32,gas_station,81,0,1,0
24.07,15.63,entertainment,460,0,0,0
5.63,1.99,other,314,0,0,0
8.12,8.25,entertainment,316,0,0,0
5.0,73.91,atm,30,0,0,0
3.23,62.61,entertainment,542,0,0,0
23.43,10.37,pharmacy,260,0,0,0
451.4,30.19,atm,441,0,0,0
31.11,7.77,grocery,275,0,0,0
32.66,24.35,grocery,672,0,1,1
8.52,34.52,pharmacy,314,1,0,0
39.65,50.61,airline,476,0,0,0
10.49,7.0,online_retail,571,0,0,0
86.09,15.81,atm,433,0,0,0
6.79,2.94,restaurant,363,0,0,0
32.72,10.49,pharmacy,715,0,0,0
8.35,23.74,airline,750,0,0,0
15.31,9.66,grocery,468,0,0,0
13.86,55.29,restaurant,365,0,0,0
48.65,11.86,grocery,310,0,0,0
3.49,34.12,entertainment,589,0,0,0
15.35,2.34,grocery,411,0,0,0
81.63,60.8,hotel,450,0,0,0
24.8,18.83,entertainment,167,0,0,0
62.6,40.29,grocery,534,0,0,0
15.9,5.75,airline,117,0,0,0
11.05,16.24,restaurant,487,0,0,0
25.58,1.15,airline,329,0,0,0
20.92,0.35,grocery,368,1,0,1
22.25,121.1,entertainment,249,0,0,0
20.59,28.39,gas_station,397,0,0,0
165.27,10.72,airline,516,0,0,0
116.27,22.83,entertainment,479,0,0,0
11.8,90.51,restaurant,220,0,0,0
92.43,2.27,hotel,192,0,0,0
9.71,0.38,atm,349,0,0,0
26.66,40.62,entertainment,566,0,0,0
72.83,15.26,atm,602,0,0,0
26.62,8.22,gas_station,495,0,0,0
7.47,3.03,gas_station,261,0,0,0
7.52,9.27,grocery,307,0,0,0
46.21,6.08,hotel,171,0,0,0
24.85,30.21,atm,251,0,0,0
63.22,113.88,hotel,194,0,0,0
291.08,14.61,entertainment,450,0,0,0
49.76,13.37,atm,189,0,0,0
7.58,14.64,atm,765,0,0,0
15.14,37.78,airline,175,0,0,0
24.26,6.42,gas_station,464,1,0,0
40.73,12.64,pharmacy,427,0,0,0
92.64,27.78,airline,283,0,0,0
127.37,7.82,atm,320,0,0,0
334.35,19.38,gas_station,300,0,1,0
20.7,3.98,online_retail,469,0,0,0
189.44,9.51,entertainment,379,0,1,1
6.99,38.31,hotel,518,0,0,0
79.1,21.97,other,189,0,0,0
5.64,102.75,grocery,222,0,0,0
47.14,45.52,pharmacy,590,0,0,0
7.18,36.43,hotel,30,0,0,0
60.14,49.71,airline,502,0,0,0
68.87,28.24,gas_station,682,0,0,0
31.34,1.9,entertainment,420,0,0,0
82.23,21.56,gas_station,130,0,0,0
8.88,2.39,online_retail,195,1,0,0
55.97,0.96,restaurant,717,0,0,0
25.6,4.83,hotel,800,0,0,0
9.97,15.39,atm,136,0,0,0
186.62,14.9,entertainment,388,0,0,0
409.9,18.88,atm,673,0,0,0
4.05,59.95,online_retail,313,0,0,0
8.25,74.16,grocery,206,0,0,0
9.85,26.63,atm,245,1,0,0
81.58,59.08,grocery,30,0,0,0
1.71,25.43,atm,30,0,1,1
121.34,37.4,entertainment,574,0,0,0
3.97,25.74,pharmacy,78,0,0,0
17.27,5.53,grocery,593,0,0,0
13.9,19.61,atm,105,0,0,0
11.56,2.79,hotel,437,0,0,0
10.52,19.0,hotel,299,0,0,0
127.39,23.34,gas_station,222,0,0,0
60.01,17.36,restaurant,591,0,0,0
19.45,2.78,atm,279,0,0,0
43.7,8.39,pharmacy,145,0,0,0
22.13,4.27,grocery,259,0,0,0
3.59,36.91,atm,168,0,0,0
8.8,21.8,hotel,218,0,0,0
43.76,4.97,other,256,0,0,0
26.58,38.32,airline,30,0,0,0
52.59,24.12,grocery,294,0,0,0
8.86,55.48,airline,225,1,0,0
22.07,37.16,airline,461,0,0,0
32.26,18.57,grocery,392,0,0,0
52.25,34.58,online_retail,160,0,0,0
7.59,1.79,restaurant,337,0,0,0
10.39,44.88,atm,317,0,0,0
5.67,16.84,restaurant,276,0,0,0
3.22,37.54,gas_station,411,0,0,0
14.3,5.2,online_retail,633,0,0,0
273.93,7.62,restaurant,264,0,0,0
39.78,2.26,hotel,543,0,0,0
62.93,41.63,pharmacy,334,0,0,0
43.61,10.65,online_retail,263,0,1,0
14.73,3.42,airline,528,0,0,0
119.48,34.32,atm,278,1,0,0
37.51,61.54,airline,126,0,0,0
8.44,18.35,atm,161,0,0,0
14.04,48.7,hotel,319,0,0,0
14.22,72.66,airline,489,0,0,0
7.49,0.11,gas_station,196,1,0,1
10.78,53.97,restaurant,248,0,0,0
29.66,12.07,gas_station,292,0,0,0
20.34,20.5,entertainment,339,0,0,0
1140.45,10.71,other,236,0,0,0
15.59,67.22,online_retail,288,0,0,0
13.58,4.05,airline,395,0,0,0
49.92,8.71,gas_station,833,0,0,0
24.41,45.31,restaurant,225,1,0,0
32.68,6.34,grocery,30,0,0,0
25.9,41.09,restaurant,136,1,0,0
12.48,6.82,pharmacy,30,1,0,0
18.01,1.03,entertainment,505,1,0,0
5.12,39.1,online_retail,716,0,0,0
22.57,82.02,online_retail,30,0,0,0
12.8,16.72,other,296,1,0,0
5.37,32.8,restaurant,333,0,0,0
89.77,22.13,pharmacy,291,1,0,0
56.06,6.89,grocery,828,0,0,0
12.06,21.21,online_retail,343,0,0,0
189.13,0.07,airline,319,0,0,0
6.24,26.51,gas_station,434,0,0,0
39.72,19.06,pharmacy,199,0,0,0
32.33,12.67,atm,433,0,0,0
76.74,3.29,atm,415,0,0,0
34.35,18.81,atm,30,0,0,0
6.48,12.15,pharmacy,476,0,0,0
129.21,2.41,pharmacy,30,0,0,0
65.97,4.86,atm,405,0,0,0
315.28,121.35,gas_station,30,0,0,0
18.97,40.84,airline,313,0,0,0
27.48,35.24,airline,337,0,0,0
104.29,54.3,gas_station,412,0,0,0
22.9,6.3,restaurant,239,0,0,0
111.9,46.18,entertainment,492,0,0,0
17.41,37.53,hotel,420,0,0,0
45.86,137.09,other,614,0,0,0
29.17,32.12,entertainment,46,0,0,0
9.05,7.3,entertainment,417,0,1,1
7.0,6.76,pharmacy,389,0,1,0
22.17,27.32,atm,145,0,0,0
9.91,17.85,grocery,382,0,0,0
34.77,4.32,grocery,421,0,0,0
19.28,30.07,grocery,544,1,0,0
64.45,34.44,pharmacy,461,0,0,0
1021.67,11.06,grocery,484,0,0,0
90.92,20.34,entertainment,107,0,0,0
26.12,29.65,gas_station,210,0,1,0
29.41,10.81,online_retail,528,0,0,0
21.6,14.34,hotel,457,1,0,0
10.04,5.4,hotel,189,0,0,0
12.2,38.24,gas_station,188,0,0,0
14.29,25.55,restaurant,30,0,0,0
27.12,0.31,online_retail,214,0,0,0
29.91,28.69,restaurant,30,1,0,0
18.85,18.69,airline,310,0,0,0
15.1,31.95,atm,30,0,0,0
16.95,34.18,pharmacy,336,0,0,0
6.29,1.2,atm,720,0,0,0
21.37,94.01,pharmacy,581,0,0,0
27.95,73.61,restaurant,187,0,0,0
6.78,42.56,atm,281,0,0,0
44.67,29.46,pharmacy,340,1,0,0
19.36,106.05,online_retail,30,0,0,0
75.25,6.06,entertainment,560,1,0,0
16.4,5.34,atm,580,1,0,0
344.97,3.57,other,475,0,0,0
16.68,3.77,restaurant,340,0,0,0
28.24,114.65,restaurant,398,0,0,0
15.01,4.78,restaurant,199,0,0,0
6.08,19.15,hotel,830,0,0,0
75.29,17.06,gas_station,789,0,0,0
28.54,78.08,hotel,30,0,0,0
51.19,3.66,hotel,170,0,0,0
84.83,71.2,gas_station,236,1,0,0
8.73,1.25,atm,137,0,0,0
128.23,6.55,gas_station,479,0,0,0
58.12,37.19,pharmacy,123,0,0,0
36.0,76.93,restaurant,362,0,0,0
4.28,21.68,entertainment,287,0,0,0
91.81,9.95,entertainment,490,0,0,0
334.81,35.07,atm,316,0,0,0
7.55,9.22,other,431,0,0,0
8.36,27.95,entertainment,686,0,0,0
37.46,5.19,atm,203,0,0,0
10.19,4.89,gas_station,536,0,0,0
16.05,2.29,airline,153,0,0,0
13.02,10.0,hotel,562,0,0,0
14.47,3.21,entertainment,524,0,0,0
24.48,108.64,entertainment,664,0,0,0
31.17,3.01,atm,403,0,0,0
695.43,16.7,other,250,1,0,0
25537.29,1.31,entertainment,200,0,0,0
11.21,34.45,atm,354,0,1,1
3.08,7.96,pharmacy,669,1,0,0
44.38,15.33,hotel,478,0,0,0
21.58,16.74,other,30,0,0,0
9.09,13.68,pharmacy,358,0,1,1
3.25,25.73,entertainment,423,0,0,0
21.44,1.81,airline,529,0,0,0
4.14,8.87,atm,595,0,0,0
45.88,6.31,gas_station,509,0,0,0
31.08,13.55,online_retail,30,1,0,0
9.9,2.24,restaurant,270,0,0,0
47.99,73.88,atm,30,0,0,0
177.38,7.15,other,222,0,0,0
12.85,28.18,other,318,0,0,0
9.64,17.3,online_retail,220,0,0,0
42.89,31.62,other,616,0,0,0
20.25,30.67,other,219,0,0,0
47.93,4.3,entertainment,196,0,1,1
18.95,2.57,restaurant,30,1,0,0
8.44,11.4,entertainment,436,0,0,0
46.57,10.18,hotel,638,0,0,0
1510.2,6.87,online_retail,509,0,0,0
15.84,41.32,entertainment,562,0,0,0
7.34,0.45,atm,752,0,0,0
28.05,20.3,gas_station,476,0,0,0
11.29,12.26,entertainment,271,1,0,0
8.1,4.36,atm,250,0,0,0
47.79,39.21,atm,30,0,1,1
21.98,37.41,airline,485,0,0,0
6.96,80.13,restaurant,30,0,0,0
9.87,1.19,online_retail,451,0,0,0
131.3,18.19,pharmacy,211,0,0,0
54.25,64.86,other,653,0,0,0
189.04,8.57,other,310,0,0,0
28.18,16.11,pharmacy,322,0,0,0
13.08,40.72,atm,259,0,0,0
306.76,7.27,hotel,480,0,0,0
36.47,78.39,other,696,0,0,0
4.84,54.84,grocery,30,0,0,0
26.82,21.56,hotel,359,0,0,0
105.49,4.3,pharmacy,311,0,0,0
23.08,22.45,other,222,0,0,0
42.1,38.33,other,622,0,0,0
44.45,15.88,atm,30,0,0,0
23.5,18.22,gas_station,282,0,0,0
11.22,42.46,hotel,520,0,0,0
150.53,3.97,other,521,0,0,0
36.24,11.39,pharmacy,659,0,0,0
8.13,18.7,entertainment,473,0,0,0
12.54,24.53,restaurant,473,0,0,0
7.67,58.56,grocery,400,0,0,0
143.07,46.87,hotel,515,0,0,0
31.69,0.49,entertainment,564,0,0,1
335.86,3.8,airline,146,0,0,0
7.88,21.17,hotel,65,0,0,0
84.7,7.75,grocery,398,1,0,0
9.83,14.54,entertainment,211,0,0,0
11.78,15.36,airline,518,0,0,0
11.92,3.82,pharmacy,355,0,0,0
28.9,58.5,other,699,1,0,0
23.43,28.49,airline,208,0,0,0
109.63,40.38,pharmacy,275,0,0,0
8.66,47.1,grocery,369,0,0,0
5.51,24.5,pharmacy,413,0,0,0
54.66,53.57,hotel,353,0,0,0
30.57,93.28,gas_station,383,0,0,0
4.48,43.95,online_retail,318,0,0,0
9.76,29.53,pharmacy,559,0,0,0
17.76,25.95,airline,284,0,0,0
61.53,2.47,airline,269,0,0,0
20.36,12.86,airline,95,0,1,1
66.69,15.68,other,310,0,0,0
3.76,1.63,restaurant,442,0,0,0
5.9,11.58,gas_station,449,0,0,0
5.3,19.72,other,379,0,0,0
22.87,5.17,online_retail,400,0,0,0
7.12,17.51,grocery,30,1,0,0
4.91,8.34,entertainment,297,0,0,0
122.01,0.82,other,229,0,0,0
5.08,66.5,pharmacy,349,0,0,0
6.59,1.32,grocery,336,0,0,0
244.25,21.68,grocery,213,0,0,0
26.54,4.7,pharmacy,585,0,0,0
27.87,20.36,pharmacy,376,0,0,0
20.09,47.86,airline,344,0,0,0
4.85,14.1,entertainment,395,0,0,0
80.73,22.44,restaurant,502,0,0,0
12.11,75.22,hotel,556,0,0,0
66.93,31.47,gas_station,699,0,0,0
10.75,56.48,pharmacy,217,1,0,0
12.98,83.23,atm,501,1,0,0
11.08,16.6,gas_station,373,0,0,0
127.21,25.54,grocery,262,0,0,0
9.61,8.57,other,30,0,0,0
4.43,30.8,other,201,0,0,0
179.48,39.63,pharmacy,523,0,0,0
77.7,8.52,airline,496,0,0,0
33.6,4.62,atm,273,0,0,0
534.32,9.63,grocery,61,0,0,0
3.36,7.64,restaurant,30,1,0,0
29.58,31.76,entertainment,410,0,0,0
22.79,11.18,airline,242,0,0,0
10.09,26.74,entertainment,352,0,0,0
12.06,10.06,online_retail,573,0,0,0
40.69,53.58,grocery,470,0,1,0
325.68,9.68,airline,561,1,0,0
98.84,0.29,gas_station,678,0,0,0
14.65,11.15,restaurant,336,0,0,0
13.55,3.85,other,596,0,0,0
438.36,30.54,gas_station,449,0,0,0
44.83,13.06,entertainment,495,1,0,0
18.48,6.47,hotel,30,0,0,0
163.37,39.88,airline,176,1,0,0
13.74,6.22,grocery,370,0,0,0
28.45,11.61,entertainment,463,0,0,0
29.34,38.39,entertainment,549,0,0,0
2.93,26.43,other,514,0,0,0
23.09,36.17,hotel,509,0,0,0
61.11,12.65,online_retail,385,0,0,0
52.43,16.75,grocery,114,0,0,0
14.43,18.47,grocery,338,0,0,0
23.28,81.24,hotel,240,1,0,0
121.85,56.47,hotel,573,0,0,0
7.1,66.43,airline,823,1,0,0
143.86,13.02,online_retail,222,0,0,0
12.53,1.26,hotel,504,0,0,0
25.33,31.01,hotel,30,0,0,0
3.39,73.29,restaurant,320,0,0,0
20.74,13.47,airline,280,0,0,0
10.01,8.07,pharmacy,339,0,0,0
64.41,11.02,restaurant,234,0,0,0
1120.22,4.95,atm,411,0,0,0
44.92,14.62,restaurant,682,0,0,0
1248.51,70.18,restaurant,472,0,0,0
41.98,15.08,atm,30,0,0,0
1.88,8.82,atm,380,0,0,0
19.67,2.03,atm,258,0,0,0
9.42,3.72,entertainment,430,0,0,0
103.98,0.08,entertainment,432,0,1,1
6.62,31.06,other,497,0,0,0
8.81,2.91,airline,286,1,0,0
37.83,20.54,other,404,0,0,0
15.69,15.03,online_retail,30,0,0,0
52.0,57.76,grocery,30,0,0,0
2302.9,10.22,restaurant,606,0,0,0
24.26,60.55,restaurant,352,0,0,0
24.47,24.99,entertainment,341,0,0,0
29.44,89.0,gas_station,617,0,0,0
19.83,3.13,restaurant,365,0,0,0
93.58,85.8,other,201,1,0,0
48.87,12.21,online_retail,560,0,0,0
12.85,70.61,airline,159,0,0,0
13.83,3.92,grocery,487,0,0,0
39.71,52.83,pharmacy,286,0,0,0
3.68,9.58,pharmacy,159,0,0,0
4.69,6.2,other,383,0,0,0
31.95,40.73,online_retail,588,0,0,0
8.86,4.84,restaurant,162,0,0,0
25.32,60.57,restaurant,528,0,0,0
12.98,1.6,airline,205,0,1,0
18.36,6.06,grocery,498,0,0,0
36.75,22.4,airline,797,0,0,0
38.83,8.74,pharmacy,196,0,0,0
9.03,29.95,entertainment,528,0,0,0
44.79,101.1,gas_station,555,0,0,0
10.89,102.05,online_retail,389,0,0,0
782.4,11.88,pharmacy,450,0,0,0
44.83,5.22,gas_station,454,0,0,0
8.31,10.05,other,491,0,0,0
3.53,17.65,hotel,132,1,0,0
65.75,5.65,grocery,391,0,0,0
5.92,27.42,airline,558,0,1,0
12.5,12.35,other,379,0,0,0
16.84,54.44,other,520,0,0,0
4.91,6.37,restaurant,373,0,0,0
17.62,4.55,gas_station,454,0,0,0
45.68,13.15,atm,491,1,0,0
12.38,17.89,atm,443,0,0,0
14.39,22.0,online_retail,162,0,0,0
120.87,14.45,airline,242,0,0,0
19.42,20.25,restaurant,279,0,0,0
30.98,1.55,airline,267,1,1,1
75.01,22.45,pharmacy,255,0,0,0
22.6,6.64,grocery,647,1,1,1
63.59,52.0,restaurant,46,0,0,0
58.98,16.65,gas_station,648,0,0,0
5.27,49.79,grocery,428,0,0,0
